key,neighborhood,neighborhood_original,Prognoseraum (Name),district,district_original,year,crimes_total,robbery,street_handbag_roberry,physical_injuries_total,dangerous_serious_bodily_harm,dep_of_liberty_coercion_threats_stalking,theft_total,theft_of_motor_vehicles,theft_parts_motor_vehicles,bike_theft,res_burglarly,arson_offense_total,arson,prop_damage_total,prop_damage_graffiti,drugs,neighborhood_offence,,,,,,,,,,,,,,,,,,,
115013,Karlshorst,Karlshorst,Lichtenberg Süd,Lichtenberg,Lichtenberg,2018,1544,6,4,98,25,53,741,43,77,214,66,16,5,146,27,18,273,,,,,,,,,,,,,,,,,,,
120000,Reinickendorf,Reinickendorf,Reinickendorf,Reinickendorf-Total,Reinickendorf-Total,2018,29263,238,109,2878,665,1160,10630,374,2155,988,673,135,51,2353,399,848,6026,,,,,,,,,,,,,,,,,,,
121001,Ost 1 - Reginhardstrasse,Ost 1 - Reginhardstraße,Reinickendorf Ost,Reinickendorf,Reinickendorf,2018,2598,32,12,341,74,128,897,41,172,110,62,18,9,242,40,63,754,,,,,,,,,,,,,,,,,,,
121002,Ost 2 - Alt-Reinickendorf,Ost 2 - Alt-Reinickendorf,Reinickendorf Ost,Reinickendorf,Reinickendorf,2018,3408,36,15,285,58,142,1415,52,290,120,67,14,3,303,80,135,681,,,,,,,,,,,,,,,,,,,
122003,West 4 - Auguste-Viktoria-Allee,West 4 - Auguste-Viktoria-Allee,Tegel,Reinickendorf,Reinickendorf,2018,3287,26,14,404,96,142,1260,22,230,73,46,18,7,274,28,81,749,,,,,,,,,,,,,,,,,,,
122004,West 1 - Tegel-Sued/Flughafensee,West 1 - Tegel-Süd/Flughafensee,Tegel,Reinickendorf,Reinickendorf,2018,5143,13,6,289,77,114,872,30,215,46,37,12,6,178,6,211,577,,,,,,,,,,,,,,,,,,,
122005,West 5 - Tegel,West 5 - Tegel,Tegel,Reinickendorf,Reinickendorf,2018,1990,19,8,193,50,65,951,5,59,64,28,4,1,174,40,35,364,,,,,,,,,,,,,,,,,,,
124006,West 2 - Heiligensee/Konradshoehe,West 2 - Heiligensee/Konradshöhe,Grüner Norden,Reinickendorf,Reinickendorf,2018,1032,7,3,96,19,46,405,14,106,52,67,4,2,94,13,32,199,,,,,,,,,,,,,,,,,,,
124007,Nord 1 - Frohnau/Hermsdorf,Nord 1 - Frohnau/Hermsdorf,Grüner Norden,Reinickendorf,Reinickendorf,2018,2082,13,3,136,29,57,989,52,347,187,160,13,7,203,31,32,338,,,,,,,,,,,,,,,,,,,
125008,West 3 - Borsigwalde/Freie Scholle,West 3 - Borsigwalde/Freie Scholle,Wittenau/Borsigwalde,Reinickendorf,Reinickendorf,2018,1139,6,3,94,21,50,505,28,120,59,55,4,3,136,32,18,267,,,,,,,,,,,,,,,,,,,
125009,Nord 2 - Waidmannslust/Wittenau/Luebars,Nord 2 - Waidmannslust/Wittenau/Lübars,Wittenau/Borsigwalde,Reinickendorf,Reinickendorf,2018,3075,25,11,375,98,144,1167,35,168,132,97,11,3,311,83,95,765,,,,,,,,,,,,,,,,,,,
126010,Rollbergesiedlung,Rollbergesiedlung,Märkisches Viertel,Reinickendorf,Reinickendorf,2018,866,5,2,100,21,51,299,7,54,24,19,2,0,107,29,18,202,,,,,,,,,,,,,,,,,,,
126011,MV Nord,MV Nord,Märkisches Viertel,Reinickendorf,Reinickendorf,2018,2219,35,19,338,67,135,859,49,176,51,14,23,5,179,12,71,641,,,,,,,,,,,,,,,,,,,
126012,MV Sued,MV Süd,Märkisches Viertel,Reinickendorf,Reinickendorf,2018,908,9,3,128,34,49,275,27,81,18,20,7,3,90,3,24,279,,,,,,,,,,,,,,,,,,,
010000,Mitte,Mitte,Mitte,Mitte-Total,Mitte-total,2019,84357,707,407,7595,1951,2157,35601,401,3330,3817,845,291,104,6142,1601,4233,15967,,,,,,,,,,,,,,,,,,,
011001,Tiergarten Sued,Tiergarten Süd,Zentrum,Mitte,Mitte,2019,4575,52,28,341,88,123,2068,13,166,281,55,12,6,304,58,226,913,,,,,,,,,,,,,,,,,,,
011002,Regierungsviertel,Regierungsviertel,Zentrum,Mitte,Mitte,2019,7392,37,15,522,127,143,3458,11,161,339,21,19,4,478,157,164,1002,,,,,,,,,,,,,,,,,,,
011003,Alexanderplatz,Alexanderplatz,Zentrum,Mitte,Mitte,2019,21462,150,84,1831,467,399,10445,55,547,891,137,42,12,1261,366,1037,3602,,,,,,,,,,,,,,,,,,,
011004,Brunnenstrasse Sued,Brunnenstraße Süd,Zentrum,Mitte,Mitte,2019,4131,39,29,260,62,76,1830,38,176,358,64,18,7,420,170,86,888,,,,,,,,,,,,,,,,,,,
012005,Moabit West,Moabit West,Moabit,Mitte,Mitte,2019,6989,61,25,674,208,199,2057,45,312,324,93,28,15,630,89,609,1384,,,,,,,,,,,,,,,,,,,
012006,Moabit Ost,Moabit Ost,Moabit,Mitte,Mitte,2019,9268,46,28,636,144,225,3463,27,227,330,96,38,16,541,92,544,1569,,,,,,,,,,,,,,,,,,,
013007,Osloer Strasse,Osloer Straße,Gesundbrunnen,Mitte,Mitte,2019,5874,56,27,724,167,213,2438,46,280,274,77,30,6,465,116,275,1446,,,,,,,,,,,,,,,,,,,
013008,Brunnenstrasse Nord,Brunnenstraße Nord,Gesundbrunnen,Mitte,Mitte,2019,6393,60,40,685,199,208,2465,55,381,323,75,30,10,581,221,407,1386,,,,,,,,,,,,,,,,,,,
014009,Parkviertel,Parkviertel,Wedding,Mitte,Mitte,2019,6098,59,41,683,157,215,2642,45,448,256,113,32,13,511,85,143,1449,,,,,,,,,,,,,,,,,,,
014010,Wedding Zentrum,Wedding Zentrum,Wedding,Mitte,Mitte,2019,7856,84,40,954,257,292,2817,40,413,308,113,37,14,753,189,560,1801,,,,,,,,,,,,,,,,,,,
020000,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg-Total,Friedrichshain-Kreuzberg-total,2019,60290,820,579,5006,1752,1237,25650,387,2120,4094,513,282,102,5349,1454,5232,12431,,,,,,,,,,,,,,,,,,,
021001,Suedliche  Friedrichstadt,Südliche  Friedrichstadt,Kreuzberg Nord,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2019,9233,122,66,761,211,251,3989,41,432,481,105,41,17,670,117,626,1891,,,,,,,,,,,,,,,,,,,
022002,Tempelhofer Vorstadt,Tempelhofer Vorstadt,Kreuzberg Süd,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2019,11577,112,76,798,262,257,5494,107,504,1156,113,54,23,1249,484,502,1999,,,,,,,,,,,,,,,,,,,
023003,Noerdliche Luisenstadt,Nördliche Luisenstadt,Kreuzberg Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2019,5043,84,58,488,201,91,2337,25,228,282,43,25,8,370,79,456,1015,,,,,,,,,,,,,,,,,,,
023004,Suedliche Luisenstadt,Südliche Luisenstadt,Kreuzberg Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2019,6656,173,142,545,256,127,2338,37,208,447,57,45,15,529,108,1299,1332,,,,,,,,,,,,,,,,,,,
024005,Karl-Marx-Allee Nord,Karl-Marx-Allee Nord,Friedrichshain West,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2019,2549,37,25,231,59,63,1229,51,122,221,45,8,5,295,60,57,636,,,,,,,,,,,,,,,,,,,
024006,Karl-Marx-Allee Sued,Karl-Marx-Allee Süd,Friedrichshain West,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2019,7984,83,60,733,261,142,3374,31,192,317,33,20,9,442,110,671,1471,,,,,,,,,,,,,,,,,,,
025007,Frankfurter Allee Nord,Frankfurter Allee Nord,Friedrichshain Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2019,4080,30,15,368,106,93,1778,33,80,351,49,48,9,597,118,117,1198,,,,,,,,,,,,,,,,,,,
025008,Frankfurter Allee Sued FK,Frankfurter Allee Süd FK,Friedrichshain Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2019,10725,112,77,953,341,161,4111,45,246,743,68,37,15,1050,333,1319,2558,,,,,,,,,,,,,,,,,,,
030000,Pankow,Pankow,Pankow,Pankow-Total,Pankow-Total,2019,36710,284,176,3174,651,1156,17202,626,1985,3976,846,201,72,4249,1224,788,8054,,,,,,,,,,,,,,,,,,,
031001,Buch,Buch,Buch,Pankow,Pankow,2019,1759,8,4,237,56,87,715,15,69,113,8,23,4,251,49,35,424,,,,,,,,,,,,,,,,,,,
032002,Blankenfelde/Niederschoenhausen,Blankenfelde/Niederschönhausen,Nördliches Pankow,Pankow,Pankow,2019,1555,5,4,102,14,52,645,31,125,146,62,15,7,204,30,15,321,,,,,,,,,,,,,,,,,,,
032003,Buchholz,Buchholz,Nördliches Pankow,Pankow,Pankow,2019,804,3,0,72,10,40,354,7,71,59,29,4,2,80,10,9,158,,,,,,,,,,,,,,,,,,,
033004,Karow,Karow,Nördliches Weißensee,Pankow,Pankow,2019,824,4,4,79,9,41,350,6,53,85,47,6,4,96,27,21,173,,,,,,,,,,,,,,,,,,,
033005,Blankenburg/Heinersdorf/Maerchenland,Blankenburg/Heinersdorf/Märchenland,Nördliches Weißensee,Pankow,Pankow,2019,1394,5,4,106,22,44,673,21,113,135,45,9,4,178,39,24,223,,,,,,,,,,,,,,,,,,,
034006,Schoenholz/Wilhelmsruh/Rosenthal,Schönholz/Wilhelmsruh/Rosenthal,Südliches Pankow,Pankow,Pankow,2019,1051,11,8,77,9,31,519,15,118,50,94,9,5,114,18,8,245,,,,,,,,,,,,,,,,,,,
034007,Pankow Zentrum,Pankow Zentrum,Südliches Pankow,Pankow,Pankow,2019,2994,36,30,233,55,90,1522,45,139,481,58,12,2,304,88,38,640,,,,,,,,,,,,,,,,,,,
034008,Pankow Sued,Pankow Süd,Südliches Pankow,Pankow,Pankow,2019,2422,25,14,226,41,99,1057,70,144,340,46,18,7,293,88,45,617,,,,,,,,,,,,,,,,,,,
035009,Weissensee,Weißensee,Südliches Weißensee,Pankow,Pankow,2019,3404,16,9,339,70,132,1695,61,187,346,83,12,6,397,101,64,828,,,,,,,,,,,,,,,,,,,
035010,Weissensee Ost,Weißensee Ost,Südliches Weißensee,Pankow,Pankow,2019,1353,10,4,145,28,52,578,29,105,91,30,9,4,182,34,51,396,,,,,,,,,,,,,,,,,,,
036011,Prenzlauer Berg Nordwest,Prenzlauer Berg Nordwest,Nördlicher Prenzlauer Berg,Pankow,Pankow,2019,2937,31,21,248,65,67,1348,41,90,367,38,15,2,287,88,144,605,,,,,,,,,,,,,,,,,,,
036012,Prenzlauer Berg Nord,Prenzlauer Berg Nord,Nördlicher Prenzlauer Berg,Pankow,Pankow,2019,2828,21,8,208,39,75,1576,71,163,391,41,11,4,299,89,70,608,,,,,,,,,,,,,,,,,,,
036013,Helmholtzplatz,Helmholtzplatz,Nördlicher Prenzlauer Berg,Pankow,Pankow,2019,1963,10,7,168,39,48,870,28,58,224,59,8,2,305,131,30,465,,,,,,,,,,,,,,,,,,,
036014,Prenzlauer Berg Ost,Prenzlauer Berg Ost,Nördlicher Prenzlauer Berg,Pankow,Pankow,2019,4175,34,21,326,63,123,2038,70,165,300,72,22,7,480,175,92,802,,,,,,,,,,,,,,,,,,,
037015,Prenzlauer Berg Suedwest,Prenzlauer Berg Südwest,Südlicher Prenzlauer Berg,Pankow,Pankow,2019,3179,17,8,379,92,67,1527,37,138,357,70,13,5,370,132,48,750,,,,,,,,,,,,,,,,,,,
037016,Prenzlauer Berg Sued,Prenzlauer Berg Süd,Südlicher Prenzlauer Berg,Pankow,Pankow,2019,2585,26,12,155,27,67,1212,52,133,356,64,7,4,310,105,47,600,,,,,,,,,,,,,,,,,,,
040000,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf-Total,Charlottenburg-Wilmersdorf-Total,2019,49791,420,212,4131,969,1484,22571,575,3352,3088,1096,225,122,3911,852,1174,10407,,,,,,,,,,,,,,,,,,,
041001,Charlottenburg Nord,Charlottenburg Nord,Charlottenburg Nord,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2019,2615,35,10,308,81,107,1000,72,297,58,75,26,17,195,28,212,674,,,,,,,,,,,,,,,,,,,
042002,Heerstrasse,Heerstraße,Charlottenburg West,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2019,1429,13,10,161,50,58,599,23,143,47,82,13,13,176,63,32,361,,,,,,,,,,,,,,,,,,,
042003,Westend,Westend,Charlottenburg West,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2019,3503,27,16,301,77,132,1832,49,301,200,122,17,11,318,43,44,787,,,,,,,,,,,,,,,,,,,
043004,Schloss Charlottenburg,Schloss Charlottenburg,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2019,4411,37,15,453,99,190,1808,45,233,367,89,19,10,437,101,107,1069,,,,,,,,,,,,,,,,,,,
043005,Mierendorffplatz,Mierendorffplatz,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2019,1772,20,7,162,37,72,731,27,128,97,23,13,7,188,29,47,441,,,,,,,,,,,,,,,,,,,
043006,Otto-Suhr-Allee/Kantstrasse,Otto-Suhr-Allee/Kantstraße,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2019,8232,49,21,740,169,242,4043,34,365,605,122,33,19,635,112,152,1810,,,,,,,,,,,,,,,,,,,
044007,Grunewald,Grunewald,Wilmersdorf Süd,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2019,1813,13,6,140,21,68,773,31,233,87,117,9,2,265,114,21,423,,,,,,,,,,,,,,,,,,,
044008,Schmargendorf,Schmargendorf,Wilmersdorf Süd,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2019,2494,15,12,163,28,64,1404,66,239,274,109,15,4,251,40,34,548,,,,,,,,,,,,,,,,,,,
045009,Halensee,Halensee,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2019,3623,25,14,305,57,105,1790,57,294,245,94,16,10,276,21,52,837,,,,,,,,,,,,,,,,,,,
045010,Lietzenburger Strasse,Lietzenburger Straße,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2019,10823,116,47,931,250,234,5137,71,490,450,119,32,15,676,214,291,1923,,,,,,,,,,,,,,,,,,,
045011,Volkspark Wilmersdorf,Volkspark Wilmersdorf,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2019,7091,32,19,343,66,143,2674,66,451,569,144,23,7,405,72,133,1239,,,,,,,,,,,,,,,,,,,
050000,Spandau,Spandau,Spandau,Spandau-Total,Spandau-Total,2019,24751,211,97,2744,619,1057,9694,397,1349,903,395,194,97,2332,236,606,5941,,,,,,,,,,,,,,,,,,,
051001,Hakenfelde,Hakenfelde,Spandau Mitte / Nord,Spandau,Spandau,2019,1740,12,4,163,35,61,790,38,165,64,30,23,13,222,13,25,471,,,,,,,,,,,,,,,,,,,
051002,Falkenhagener Feld,Falkenhagener Feld,Spandau Mitte / Nord,Spandau,Spandau,2019,2777,18,9,392,72,157,1038,80,147,111,53,44,15,287,9,66,869,,,,,,,,,,,,,,,,,,,
051003,Spandau Mitte,Spandau Mitte,Spandau Mitte / Nord,Spandau,Spandau,2019,5467,61,27,653,157,252,1856,45,237,157,35,28,16,523,47,249,1305,,,,,,,,,,,,,,,,,,,
052004,Brunsbuetteler Damm,Brunsbütteler Damm,Wilhelmstadt / Staaken,Spandau,Spandau,2019,1741,14,3,167,41,71,795,51,116,113,23,16,6,188,10,18,423,,,,,,,,,,,,,,,,,,,
052005,Heerstrasse,Heerstraße,Charlottenburg West,Spandau,Spandau,2019,2433,21,9,364,79,119,856,33,148,89,53,25,12,332,70,41,731,,,,,,,,,,,,,,,,,,,
052006,Wilhelmstadt,Wilhelmstadt,Wilhelmstadt / Staaken,Spandau,Spandau,2019,5686,36,18,585,145,189,2408,28,193,163,55,20,8,354,40,99,1111,,,,,,,,,,,,,,,,,,,
053007,Haselhorst,Haselhorst,Haselhorst / Siemensstadt,Spandau,Spandau,2019,1690,17,7,150,33,78,651,41,115,48,21,14,10,105,9,37,334,,,,,,,,,,,,,,,,,,,
053008,Siemensstadt,Siemensstadt,Haselhorst / Siemensstadt,Spandau,Spandau,2019,1384,13,8,128,25,43,624,37,117,90,38,8,5,128,33,34,326,,,,,,,,,,,,,,,,,,,
054009,Gatow/Kladow,Gatow/Kladow,Gatow / Kladow,Spandau,Spandau,2019,930,6,3,88,21,58,338,19,34,36,86,7,5,121,4,8,233,,,,,,,,,,,,,,,,,,,
060000,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Steglitz-Zehlendorf-Total,Steglitz-Zehlendorf-Total,2019,24135,217,128,1884,362,862,11356,402,1927,2146,777,194,72,2709,756,412,4876,,,,,,,,,,,,,,,,,,,
061001,Schlossstrasse,Schloßstraße,Steglitz,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2019,3789,38,22,237,50,77,2234,39,153,374,65,38,5,239,43,70,579,,,,,,,,,,,,,,,,,,,
061002,Albrechtstrasse,Albrechtstraße,Steglitz,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2019,3280,35,23,270,49,121,1461,76,299,267,142,30,12,415,89,58,825,,,,,,,,,,,,,,,,,,,
062003,Lankwitz,Lankwitz,Lankwitz/Lichterfelde Ost,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2019,3054,18,9,351,58,128,1242,48,237,103,117,19,6,321,30,73,822,,,,,,,,,,,,,,,,,,,
062004,Ostpreussendamm,Ostpreußendamm,Lankwitz/Lichterfelde Ost,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2019,2287,22,10,214,40,100,931,52,187,157,66,16,7,254,68,28,508,,,,,,,,,,,,,,,,,,,
063005,Teltower Damm,Teltower Damm,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2019,2217,35,27,173,29,92,1124,23,197,356,50,12,2,228,32,49,436,,,,,,,,,,,,,,,,,,,
063006,Drakestrasse,Drakestraße,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2019,3200,18,9,269,50,124,1439,50,281,285,94,19,7,304,34,43,660,,,,,,,,,,,,,,,,,,,
064007,Zehlendorf Suedwest,Zehlendorf Südwest,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2019,2089,13,8,141,38,73,856,38,146,141,95,26,14,405,241,36,371,,,,,,,,,,,,,,,,,,,
064008,Zehlendorf Nord,Zehlendorf Nord,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2019,3390,30,14,200,39,104,1731,63,365,371,148,23,12,469,214,40,552,,,,,,,,,,,,,,,,,,,
070000,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,Tempelhof-Schoeneberg,Tempelhof-Schoeneberg-Total,Tempelhof-Schöneberg-Total,2019,39829,352,202,3353,762,1377,17618,464,2554,2511,779,213,89,3599,934,1209,8879,,,,,,,,,,,,,,,,,,,
071001,Schoeneberg Nordwest,Schöneberg Nordwest,Schöneberg Nord,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,6279,88,52,517,146,136,3332,17,244,358,65,15,9,287,66,291,1260,,,,,,,,,,,,,,,,,,,
071002,Schoeneberg Nordost,Schöneberg Nordost,Schöneberg Nord,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,2950,27,20,207,57,84,1200,20,128,262,48,17,9,373,163,117,719,,,,,,,,,,,,,,,,,,,
072003,Schoeneberg Suedwest,Schöneberg Südwest,Schöneberg Süd,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,2140,17,9,179,48,72,993,13,114,232,47,11,4,199,19,74,634,,,,,,,,,,,,,,,,,,,
072004,Schoeneberg Suedost,Schöneberg Südost,Schöneberg Süd,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,4625,24,14,395,89,124,1904,34,167,343,41,9,3,407,155,156,945,,,,,,,,,,,,,,,,,,,
073005,Friedenau West,Friedenau West,Friedenau,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,2108,16,11,127,23,44,1164,14,118,259,52,17,5,204,57,36,370,,,,,,,,,,,,,,,,,,,
073006,Friedenau Ost,Friedenau Ost,Friedenau,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,1866,10,4,135,27,73,932,51,189,145,40,15,10,178,31,23,388,,,,,,,,,,,,,,,,,,,
074007,Tempelhof Nord,Tempelhof Nord,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,2764,19,11,242,52,74,919,35,192,161,33,16,2,351,137,185,672,,,,,,,,,,,,,,,,,,,
074008,Tempelhof Suedwest,Tempelhof Südwest,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,3564,22,8,342,69,157,1502,48,268,141,90,19,8,330,108,60,805,,,,,,,,,,,,,,,,,,,
074009,Tempelhof Suedost,Tempelhof Südost,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,2557,23,7,224,52,85,1302,30,199,93,50,12,9,194,14,37,625,,,,,,,,,,,,,,,,,,,
075010,Mariendorf Nord,Mariendorf Nord,Mariendorf,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,2622,23,12,222,37,171,1071,35,244,114,111,10,4,231,26,54,715,,,,,,,,,,,,,,,,,,,
075011,Mariendorf Sued,Mariendorf Süd,Mariendorf,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,1671,16,8,104,29,81,700,26,169,86,60,11,3,162,41,32,346,,,,,,,,,,,,,,,,,,,
076012,Marienfelde Nord,Marienfelde Nord,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,1220,10,7,133,32,51,479,29,115,56,36,12,6,130,23,26,271,,,,,,,,,,,,,,,,,,,
076013,Marienfelde Sued,Marienfelde Süd,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,1075,6,2,123,34,51,450,17,70,47,10,9,4,117,17,15,280,,,,,,,,,,,,,,,,,,,
076014,Lichtenrade Nord,Lichtenrade Nord,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,1068,8,4,137,22,56,339,41,121,25,35,13,8,141,14,22,265,,,,,,,,,,,,,,,,,,,
076015,Lichtenrade Sued,Lichtenrade Süd,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2019,1944,23,16,188,32,67,648,38,102,94,60,22,3,253,57,41,397,,,,,,,,,,,,,,,,,,,
080000,Neukoelln,Neukölln,Neukoelln,Neukoelln-Total,Neukölln-Total,2019,43618,480,273,4072,1219,1467,19291,370,2836,2251,916,222,124,3996,555,2126,10677,,,,,,,,,,,,,,,,,,,
081001,Schillerpromenade,Schillerpromenade,Neukölln,Neukoelln,Neukölln,2019,4525,60,31,470,173,122,1943,20,235,249,101,24,16,402,59,453,1131,,,,,,,,,,,,,,,,,,,
081002,Neukoellner Mitte/Zentrum,Neuköllner Mitte/Zentrum,Neukölln,Neukoelln,Neukölln,2019,9253,98,51,755,270,215,4612,29,439,386,97,30,16,622,117,463,1708,,,,,,,,,,,,,,,,,,,
081003,Reuterstrasse,Reuterstraße,Neukölln,Neukoelln,Neukölln,2019,6969,66,38,579,191,179,3184,23,281,612,114,41,23,580,143,443,1664,,,,,,,,,,,,,,,,,,,
081004,Rixdorf,Rixdorf,Neukölln,Neukoelln,Neukölln,2019,5072,53,38,486,150,146,2276,15,280,455,92,23,16,535,84,343,1488,,,,,,,,,,,,,,,,,,,
081005,Koellnische Heide,Köllnische Heide,Neukölln,Neukoelln,Neukölln,2019,2366,23,7,216,55,94,1146,44,275,46,41,23,12,203,15,83,586,,,,,,,,,,,,,,,,,,,
082006,Britz Nord,Britz Nord,Britz/Buckow,Neukoelln,Neukölln,2019,2299,33,16,217,48,108,964,34,219,93,65,11,5,213,21,93,685,,,,,,,,,,,,,,,,,,,
082007,Britz,Britz,Britz/Buckow,Neukoelln,Neukölln,2019,2553,19,13,241,57,106,1091,33,227,99,126,14,7,288,38,50,643,,,,,,,,,,,,,,,,,,,
082008,Buckow,Buckow,Britz/Buckow,Neukoelln,Neukölln,2019,1836,23,13,221,42,119,544,27,152,39,49,13,6,321,10,51,674,,,,,,,,,,,,,,,,,,,
083009,Gropiusstadt West,Gropiusstadt West,Gropiusstadt,Neukoelln,Neukölln,2019,2329,29,19,233,67,79,1175,18,233,69,51,8,0,232,21,27,565,,,,,,,,,,,,,,,,,,,
083010,Gropiusstadt Ost,Gropiusstadt Ost,Gropiusstadt,Neukoelln,Neukölln,2019,1301,16,5,205,58,87,494,25,96,36,21,13,7,133,8,17,452,,,,,,,,,,,,,,,,,,,
084011,Buckow Nord,Buckow Nord,Buckow Nord/Rudow,Neukoelln,Neukölln,2019,869,11,5,81,19,40,361,11,80,32,30,5,3,83,4,11,213,,,,,,,,,,,,,,,,,,,
084012,Rudow,Rudow,Buckow Nord/Rudow,Neukoelln,Neukölln,2019,2723,22,13,297,63,131,881,75,206,89,129,14,11,309,15,42,679,,,,,,,,,,,,,,,,,,,
090000,Treptow-Koepenick,Treptow-Köpenick,Treptow-Koepenick,Treptow-Koepenick-Total,Treptow-Köpenick-Total,2019,24878,169,103,2452,562,859,11108,582,1733,2152,458,219,110,2830,636,633,5816,,,,,,,,,,,,,,,,,,,
091001,Alt-Treptow,Alt-Treptow,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2019,2481,28,18,194,57,58,1438,21,96,307,31,10,3,181,52,137,772,,,,,,,,,,,,,,,,,,,
091002,Plaenterwald,Plänterwald,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2019,925,5,1,51,10,33,518,30,91,62,38,2,1,100,15,7,251,,,,,,,,,,,,,,,,,,,
091003,Baumschulenweg,Baumschulenweg,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2019,1466,13,7,119,17,61,786,44,129,137,43,9,6,139,26,30,310,,,,,,,,,,,,,,,,,,,
091004,Johannisthal,Johannisthal,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2019,1398,12,6,121,22,65,599,47,158,97,39,14,5,136,10,33,332,,,,,,,,,,,,,,,,,,,
092005,Oberschoeneweide,Oberschöneweide,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2019,2711,8,3,328,74,91,1158,69,352,167,37,24,11,321,59,82,729,,,,,,,,,,,,,,,,,,,
092006,Niederschoeneweide,Niederschöneweide,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2019,2104,16,10,209,56,59,1008,30,78,162,20,8,4,237,96,47,400,,,,,,,,,,,,,,,,,,,
092007,Adlershof,Adlershof,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2019,2038,14,9,166,35,74,941,46,126,232,23,9,6,233,52,28,382,,,,,,,,,,,,,,,,,,,
092008,Koellnische Vorstadt/Spindlersfeld,Köllnische Vorstadt/Spindlersfeld,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2019,924,1,1,127,30,35,353,17,51,77,13,12,4,148,33,23,254,,,,,,,,,,,,,,,,,,,
